iteration,prev_error,rel_improvement,no_improvement_counter,dtrans_norm,drot_abs,stop_reason,max_correspondence_distance,min_squared_error,n_points_true_data,n_points_new_data,scan_match_pose,true_pose,predicted_pose,timestamp
3,1.1602946240276149,0.04778535335412244,0,0.006093987819417691,[0.00082702],Transformation magnitude below threshold,0.8,15.0,800,81,"(-3.000904597730816, 1.0172711534425538, -1.7887240621522513)","(-3.0286267209616007, 1.0189429900199376, -1.7868965779805932)","(-3.003801133621978, 0.998752576736796, -1.7923243623472969)",108.86
6,1.2621839184997898,0.06801840706086337,1,0.008139899712770099,[0.00029938],Transformation magnitude below threshold,0.8,15.0,800,81,"(-3.0300885712286365, 0.9528490944127977, -1.7885907884938121)","(-3.058564623748722, 0.8824716391964567, -1.78714521521836)","(-3.0301791389577426, 0.8862050956139005, -1.7923690027189043)",109.35
1,10000000000,,,,,Absolute error threshold reached,0.8,15.0,800,81,"(-3.063460846022403, 0.8242349158138194, -1.7874013589597562)","(-3.087074501981296, 0.7526423349569569, -1.7873785084381046)","(-3.059806743298919, 0.8182687140598972, -1.7876683713044383)",109.83
3,1.1721440746543372,0.05064511531876845,0,0.009734542945000764,[0.00015915],Transformation magnitude below threshold,0.8,15.0,800,81,"(-3.0762462962262354, 0.731412083729714, -1.7938159265937863)","(-3.1164363834668034, 0.6190680876026472, -1.7876120515245348)","(-3.0919442606448424, 0.6963034560180689, -1.7923365882020679)",110.34
2,1.253073634146611,0.9999999998746927,0,0.018174816603344416,[0.00100877],Absolute error threshold reached,0.8,15.0,800,81,"(-3.122996791178994, 0.6014876928613527, -1.7881787814622194)","(-3.143864274564655, 0.49444403769357576, -1.7878337165913496)","(-3.1047087292610183, 0.6045024735080797, -1.7890219687551674)",110.82
1,10000000000,,,,,Absolute error threshold reached,0.8,15.0,800,80,"(-3.1481583744779513, 0.47853515026845683, -1.7885621014692596)","(-3.1713193987817077, 0.3698260789266735, -1.7880526062484068)","(-3.1516901122353183, 0.4716809307136359, -1.7885102805587614)",111.32
2,1.7766684449273888,0.9999999998223331,0,0.00829045146522182,[0.00109651],Transformation magnitude below threshold,0.8,15.0,800,80,"(-3.1868009640364927, 0.3345087284441792, -1.7860432546691298)","(-3.2014149249201376, 0.23338912732100228, -1.788300529542745)","(-3.17596414067956, 0.3498232634517309, -1.77855347678414)",111.82
2,1.1466841436443411,0.9999999998853315,0,0.013939775470486838,[0.00097938],Absolute error threshold reached,0.8,15.0,800,79,"(-3.2078948354442685, 0.21638302955832492, -1.7881365432841292)","(-3.2297525829122, 0.1050338433952787, -1.788523217220571)","(-3.2157046877147644, 0.20316411798952175, -1.78876488441744)",112.32
1,10000000000,,,,,Absolute error threshold reached,0.8,15.0,800,79,"(-3.2375668058133815, 0.08846070797759373, -1.7889605682556702)","(-3.2572942381590813, -0.01956501015091057, -1.78874727232874)","(-3.2372369149935007, 0.0835233877388202, -1.788178346153651)",112.82
1,10000000000,,,0.008024929555906958,[0.00170075],Transformation magnitude below threshold,0.8,15.0,800,80,"(-3.2610354512713715, -0.04116710634094023, -1.799598298425548)","(-3.2874848906375056, -0.1559816930936931, -1.7889965106929584)","(-3.2669621490885574, -0.04138573058494638, -1.797897551873527)",113.32
4,1.5023021748986731,0.09237770308065277,0,0.009893347339746552,[0.00123244],Transformation magnitude below threshold,0.8,15.0,800,79,"(-3.2911705477501667, -0.1437712206108849, -1.79631189596281)","(-3.31508387168625, -0.28056812689657856, -1.789214611061671)","(-3.291716078414075, -0.17139600754534345, -1.8047363783468315)",113.82
2,1.6282251299416381,0.9999999998371775,0,0.0007391286869015123,[0.00064059],Transformation magnitude below threshold,0.8,15.0,800,79,"(-3.3180433884697567, -0.2898001096461205, -1.7906089567723733)","(-3.3458417355083103, -0.4192792339217057, -1.7894512669696467)","(-3.321464884858399, -0.2775372858043532, -1.7907118773600774)",114.31
1,10000000000,,,0.0030029538487517243,[3.15633473e-05],Transformation magnitude below threshold,0.8,15.0,800,78,"(-3.3468211827920196, -0.4189577918824222, -1.7992201833980939)","(-3.3738224675293687, -0.5452933256882059, -1.7896839105802087)","(-3.3468220484062736, -0.41606050776459125, -1.7991886200507992)",114.81
2,1.6395572461097163,0.9999999998360443,0,0.005911476078410546,[0.0006412],Transformation magnitude below threshold,0.8,15.0,800,78,"(-3.3742218136281616, -0.5268728308609776, -1.801085335831718)","(-3.401507671567197, -0.6698605848845401, -1.7899071633295125)","(-3.377310645869077, -0.5480844554783978, -1.806119735133099)",115.32
3,1.3554812723438294,0.06677366790055356,0,0.008481468871228578,[0.00048274],Transformation magnitude below threshold,0.8,15.0,800,78,"(-3.3900767067261, -0.6307047317399052, -1.8041570068500206)","(-3.4315309826125358, -0.8048019456825669, -1.7901455617670003)","(-3.4047371515365192, -0.6573777337378284, -1.7999040646738145)",115.82
2,1.808811639238219,0.9999999998191189,0,0.0072883677676721026,[0.00140001],Transformation magnitude below threshold,0.8,15.0,800,77,"(-3.4226805194351515, -0.7421445072844925, -1.8039807725268087)","(-3.4604294735733516, -0.9345464929120109, -1.7903719315159776)","(-3.4207855458428447, -0.7571748540509181, -1.8138455166429517)",116.31
3,1.2965163945455007,0.11258784921949912,0,0.005582714501087412,[0.00082311],Transformation magnitude below threshold,0.8,15.0,800,77,"(-3.4633601384742674, -0.8578011659488148, -1.794434864094491)","(-3.488199640588375, -1.0590947271821034, -1.7905903642492456)","(-3.4531132257068156, -0.8710902359053799, -1.8011529581373928)",116.81
2,1.8063517630297434,0.9999999998193647,0,0.009245636359087662,[0.00154282],Transformation magnitude below threshold,0.8,15.0,800,76,"(-3.4940915128202543, -0.9495889695588059, -1.801810277541888)","(-3.5183151959532877, -1.1940149845505599, -1.7908308740405583)","(-3.4936986985092044, -0.9858208928330737, -1.8125393907321237)",117.31
3,1.200378112912687,0.38036561574995303,0,0.018757431083265504,[0.00458724],Absolute error threshold reached,0.8,15.0,800,76,"(-3.5268060618324535, -1.0703970877581666, -1.7914728732299299)","(-3.547303235301793, -1.3237395241041476, -1.7910626285737266)","(-3.5234786066795496, -1.0814416161881601, -1.7783705028420125)",117.81
2,1.2291566610981555,0.9999999998770843,0,0.007076158387368633,[0.00019809],Transformation magnitude below threshold,0.8,15.0,800,75,"(-3.556083587556917, -1.191614058986488, -1.7913055278960055)","(-3.5751596885891055, -1.4482692094489713, -1.7912818290518406)","(-3.5550191650389826, -1.1980115426190372, -1.785281692206222)",118.31
3,1.34169536613761,0.4470739262794031,0,0.002197531818985948,[0.00085447],Transformation magnitude below threshold,0.8,15.0,800,75,"(-3.5871021805268324, -1.2614607648282745, -1.7119274099617328)","(-3.5944909954773165, -1.5398685535769838, -1.6962736159362042)","(-3.569901576283115, -1.269922320711454, -1.6996038746875637)",118.82
1,10000000000,,,0.005056673489566674,[0.00018944],Transformation magnitude below threshold,0.8,15.0,800,75,"(-3.6011017864323698, -1.3875973813950047, -1.7022290397504527)","(-3.610167989679201, -1.6668732636680892, -1.6942487388600822)","(-3.604894688458757, -1.391299514682845, -1.7020395972042492)",119.3
4,1.131167092809636,0.25719680438455655,0,0.015182102426977748,[0.00199757],Absolute error threshold reached,0.8,15.0,800,76,"(-3.64627878936018, -1.3292293659076946, -1.8218815371359038)","(-3.615730408649121, -1.7116109717444155, -1.839549448239619)","(-3.61120727515737, -1.4330244503151162, -1.8771455548234615)",119.83
3,1.5758410211479812,0.5780033022052129,0,0.008753630967179253,[0.0017643],Transformation magnitude below threshold,0.8,15.0,800,82,"(-3.6304901665973768, -1.4386061114588098, -1.9512715191327377)","(-3.6498562317334704, -1.7986976943519317, -1.952478646884805)","(-3.6704036297898406, -1.4093920437598981, -1.9043646811930028)",120.31
3,1.01104787028955,0.5422976609424721,0,0.015888048689597766,[0.00133256],Absolute error threshold reached,0.8,15.0,800,83,"(-3.6729396687319387, -1.562166640432095, -1.9527351032769946)","(-3.6979003541330195, -1.9185291823999084, -1.9526191081204998)","(-3.6788667751716977, -1.562602977335554, -1.9342829029732695)",120.81
2,2.1233395725294955,0.9999999997876662,0,0.06795705341109505,[0.01466039],Absolute error threshold reached,0.8,15.0,800,82,"(-3.716063242019459, -1.6622499732474112, -1.9253896096916099)","(-3.7347381888780533, -2.0099597051024016, -1.9102161205200958)","(-3.7095547605553283, -1.6591030973999397, -1.9111685093042297)",121.31
2,1.5161787809528076,0.9999999998483822,0,0.009447796563513572,[0.00139808],Transformation magnitude below threshold,0.8,15.0,800,73,"(-3.729859130596511, -1.7136880114456412, -1.7540660987644472)","(-3.7469223438574137, -2.0763874083731744, -1.7447230072835465)","(-3.7331322384312644, -1.723703729431717, -1.7580516833491981)",121.8
1,10000000000,,,0.004660369701308253,[0.00089932],Transformation magnitude below threshold,0.8,15.0,800,73,"(-3.7508902150374843, -1.8426801957780434, -1.7524611720980003)","(-3.7692444332515427, -2.203515515288817, -1.7449796243611615)","(-3.7539203250004904, -1.8437592825116935, -1.7533604901364928)",122.3
2,1.465333886821894,0.9999999998534667,0,0.0042369344827970735,[0.00023678],Transformation magnitude below threshold,0.8,15.0,800,74,"(-3.7766952227151864, -1.958848438175881, -1.750049226084991)","(-3.791339033285666, -2.3291844299023565, -1.745227771844838)","(-3.7745554315139165, -1.9690098757778287, -1.7594970452590404)",122.81
3,1.0709405323988463,0.009767690547423158,1,0.008091761454935485,[0.00019535],Transformation magnitude below threshold,0.8,15.0,800,74,"(-3.7987182491679454, -2.058488263892477, -1.7431190556648921)","(-3.815973542000099, -2.4691020934742385, -1.7455001815802489)","(-3.8003142111492836, -2.0915584822964672, -1.7438038324015175)",123.31
1,10000000000,,,,,Absolute error threshold reached,0.8,15.0,800,74,"(-3.8118316803899064, -2.18938054653118, -1.7491934599110321)","(-3.8383951385739357, -2.596212759453612, -1.7457614513162658)","(-3.821497795024593, -2.1884019583880003, -1.7456318356828535)",123.8
1,10000000000,,,,,Absolute error threshold reached,0.8,15.0,800,74,"(-3.8340482134202594, -2.3200174974398595, -1.7492292159512084)","(-3.860588266489823, -2.7218651926528996, -1.7460089429663732)","(-3.836013312256137, -2.3224736637382923, -1.7518572043265503)",124.3
2,1.348322110345534,0.9999999998651679,0,0.0416127362147917,[0.01007752],Absolute error threshold reached,0.8,15.0,800,74,"(-3.857885676889473, -2.434833885457952, -1.7494030257575488)","(-3.885331448632173, -2.861764584101591, -1.7462748326754767)","(-3.856816128927461, -2.4502664335831406, -1.7384726252264535)",124.8
4,2.829072836809222,0.008462284083317357,0,0.006944845408408097,[0.001868],Transformation magnitude below threshold,0.8,15.0,800,81,"(-3.874007619974607, -2.6333458302357413, -1.7558151989616966)","(-3.9078508076014953, -2.9888577968325087, -1.7465326470124356)","(-3.8817403702061415, -2.5677006750696725, -1.747481241744443)",125.31
8,1.9975309485957466,0.060140779627660436,0,0.009445656919372422,[4.06099896e-05],Transformation magnitude below threshold,0.8,15.0,800,85,"(-3.896966195206389, -3.0217795844775597, -1.7536063138367837)","(-3.9301408665946, -3.1144924428127805, -1.7467832072244518)","(-3.8995343975690315, -2.7695790214410563, -1.7562330224521823)",125.83
1,10000000000,,,0.0030676168190219718,[0.00085297],Transformation magnitude below threshold,0.8,15.0,800,87,"(-3.919284011944948, -3.153078446309455, -1.7577677602029869)","(-3.954993073736096, -3.2543725564488755, -1.7470543008217085)","(-3.9215224931045904, -3.152768746033205, -1.7586207339276667)",126.3
3,1.8337308668450967,0.10456283070363286,0,0.008582750137490672,[8.88386639e-05],Transformation magnitude below threshold,0.8,15.0,800,89,"(-3.947058952549123, -3.3235112527385455, -1.7540650707811747)","(-3.9776117017341175, -3.3814490486587507, -1.7473109821347559)","(-3.9436758579816282, -3.2833126798288945, -1.7541191435181953)",126.81
2,1.5856295513586112,0.999999999841437,0,0.00910869264745981,[0.00097268],Transformation magnitude below threshold,0.8,15.0,800,92,"(-3.970462339371099, -3.461431315077429, -1.7544759839123363)","(-3.999998998940547, -3.5070672016991122, -1.747555579916429)","(-3.970512668878887, -3.4505539199034474, -1.7526425006825)",127.31
2,1.5121473253167343,0.9999999998487852,0,0.009776374539423933,[0.00077993],Transformation magnitude below threshold,0.8,15.0,800,94,"(-3.9923852080616564, -3.6020846807097495, -1.751675313696186)","(-4.02495841497509, -3.646927966812519, -1.747822943146802)","(-3.9944483229644043, -3.5923932658658595, -1.7494059304673697)",127.81
1,10000000000,,,0.008849826170930624,[0.00100634],Transformation magnitude below threshold,0.8,15.0,800,95,"(-4.018066110138182, -3.731213858722831, -1.758049388801686)","(-4.047674846632385, -3.7739864564512495, -1.748083109527536)","(-4.017140000532621, -3.734680237428024, -1.7590557250811814)",128.3
2,1.5002721616198833,0.9999999998499727,0,0.0009487128995373769,[9.13338568e-06],Transformation magnitude below threshold,0.8,15.0,800,96,"(-4.032897750706918, -3.8607336332302014, -1.7593893590247975)","(-4.070159726035702, -3.899587221298182, -1.7483323897027463)","(-4.042670889411194, -3.8607598243990844, -1.7589337328832872)",128.81
2,1.7341072246398785,0.9999999998265892,0,0.005014986498228219,[0.0001187],Transformation magnitude below threshold,0.8,15.0,800,97,"(-4.059066364781163, -3.9655914386499425, -1.7434338130719838)","(-4.086430358987601, -3.992829237920433, -1.728717533644243)","(-4.050149999114095, -3.9548599923425836, -1.74475545935602)",129.31
